id,sentence,是否在转述结论(1/0),确定性打分(0/0.25/0.5/0.75/1),备注
C4430,"In addition, prevention focus has been associated with a focus on details, a so-called local processing style, which, in turn, has been associated with an increased focus on concrete surroundings and susceptibility to contextual determinants of behavior (Förster et al., 2008; Förster and Higgins, 2005).",,,
C4431,"In mathematics, these often manifest in assumptions that men are naturally better at abstract reasoning or problem-solving, while women are seen as less innately talented in the field (Beilock et al., 2010 ; Nosek et al., 2002 ).",,,
C4432,"A study 14 indicated that by providing a timespan between two estimates (e.g. 2 weeks), people can exploit the wisdom of the inner crowd.",,,
C4433,"For example, when individuals expressed disagreement with racist statements (Monin & Miller, 2001) or endorsed Barack Obama, they subsequently displayed a preference for hiring a white person (Effron et al., 2009), individuals recalling past moral actions showed higher future prosocial intentions…",,,
C4434,"…observation made by Bialystok (2001), namely that this overall difference between participants wanes when the task includes only congruent trials, suggests that bilinguals may indeed outperformmonolinguals when the task requires monitoring for possible conflicting information (Costa et al. 2008).",,,
C4435,"Processing of communication information varied depending on NFC of a consumer (Cacioppo, Petty, and Morris 1983).",,,
C4436,"For example, activating thoughts of close loved ones after mortality is made salient reduces people’s tendency to derogate outgroup members who criticize their worldview (Cox et al., 2008).",,,
C4437,König (2000:146) reports that Maa (Nilo-Saharan) shows a related albeit different restriction on one of its prospective aspect markers.,,,
C4438,"Importantly, Ganor-Stern and Tzelgov (2008) claimed that evidence of automatic processing of quantity emerged in their experiment, because participants were slower and made more errors in responding “different” for different-notation pairs with the same numerical values (e.g., 2–۲), as compared to…",,,
C4439,"The discrimination of shame from most other emotions can also occur rapidly and efficiently (Tracy & Robins, 2008a).",,,
C4440,"Requesting social regulation makes the target feel vulnerable and leads to doubts about the intentions of the regulator [105,106].",,,
C4441,"Critical Thinking Disposition, also known as Need for Cognition, is a tendency to stringently assess an argu-ment and its source, and to find pleasure in this analysis (Cacioppo et al., 1983, 1996).",,,
C4442,"…believed to be depleted, and their neural systems tend to be less responsive to a mismatch between their actions and their goals, as reflected in reductions in electroencephalogram responses that originate from the dorsal ACC that reflect monitoring of such mismatches (Inzlicht & Gutsell, 2007).",,,
C4443,"And it is also possible that “good” users get distracted from their external environment, which is beyond the experimenter’s control in unsupervised, online settings like the MTurk (Paolacci et al., 2010; Oppenheimer et al., 2009).",,,
C4444,"Even if the highest goal is never met, raising the reference point is likely to lead to a greater outcome (Jacowitz and Kahneman 1995; Strack et al. 1988).",,,
C4445,"In addition, when partners do behave in responsive ways under high levels of chronic stress, their behaviors may be perceived as inauthentic or compelled, which also may undermine relationship quality (Lemay & Clark, 2008).",,,
C4446,"However, prosocial punishment is a costly behavior that can lead to resource wastage and possibly create friction within the social group [19,51,52].",,,
C4447,"By this account, people are presumed to sample their first guess from an internal distribution of possible guesses and to then resample their second guess from that samedistribution (Vul and Pashler 2008, Hourihan and Benjamin 2010).",,,
C4448,"Through restorative exchanges between victim and perpetrator this need may be met (Shnabel & Adler, 2008; Shnabel & Nadler, 2015).",,,
C4449,Individuals with high need for cognition process information in a more elaborate and effortful manner [17].,,,
C4450,"Such biases may be especially prevalent in youth’s self-reports, because youth can have greater difficulty interpreting questionnaire items, less experience using multipoint response scales, and less clearly held self-views (Allik et al. 2004, Soto et al. 2008).",,,
C4451,"…given the timing of the saccades in our experiments, and the fact that they occurred before any visual stimuli that may have led to interference (Makovski et al., 2008), it is possible that the memory benefit we observed stemmed from the enhancement of fragile Visual short-term memory (VSTM)…",,,
C4452,"Conversely, upward counterfactual thoughts that serve to excuse performance by identifying a self-handicap (and thus decrease negative state self-esteem) undermine subsequent preparative effort and performance (McCrea, 2008; Tyser, McCrea, & Knüpfer, 2012).",,,
C4453,"Thus, Schonberg et al. (2011) suggested separating the learning factor from the BART (see also Pleskac, 2008).",,,
C4454,"African-Americans self-select out of work organizations where they perceive prejudice or discrimination rather than cultural identity validation (Purdie-Vaughns et al., 2008).",,,
C4455,", 2001; Fehr and Rockenbach, 2003; Falk and Kosfeld, 2006; Bartling et al., 2012) suggest that trust might be selfconfirming. However, this literature does not show that trust has a causal effect, because initial trust levels were endogenous. Costa-Gomes et al. (2014) is an exception in that they develop an",,,
C4456,"Vul and Pashler (2008) found that second guesses were less accurate than first guesses, indicating that the accuracy gain of averaging could not be attributed to subjects looking up the answers between guesses.",,,
C4457,"A third explanation for the retro-cue benefit is that it results from protection of the cued item against interference from subsequent external stimuli such as the probe or masks (Makovski et al., 2008; Pertzov, Bays, Joseph, & Husain, 2013; van Moorselaar, Gunseli, Theeuwes, & Olivers, 2015).",,,
C4458,"Furthermore, research on balancing (Dhar & Simonson, 1999; Fishbach, Zhang, & Koo, 2009) and licensing (Monin & Miller, 2001) often observed substitutability among the means to a goal.",,,
C4459,"Information asymmetry has brought about some market segmentation, and strengthening market regulation may have little effect (Dulleck et al., 2011).",,,
C4460,"…in laboratory settings, it has been shown that imposing the strict condition of liability - which holds sellers liable for providing sufficient quality to resolve consumers’ needs – may be an effective institutional constraint on expert fraud (Dulleck and Kerschbamer, 2006; Dulleck et al., 2011).",,,
C4461,"I find consistent evidence for the ‘tempting fate’ effect (Risen & Gilovich, 2008) that not being insured makes misfortune seem more likely.",,,
C4462,"In contrast, Janssen et al. (2008) obtained semantic interference in delayed naming when participants had to decide between naming the picture or reading the distractor word aloud depending on its ink colour.",,,
